#Drug	Gene	label
DB05152	P02708	0
DB05452	P37288	1
DB02535	P22694	0
DB02684	P55809	0
DB03088	Q701N4	1
DB04141	P21912	1
DB02112	O75251	0
DB02973	Q13224	0
DB07050	P00918	1
DB00157	P51649	1
DB01105	P23975	1
DB00290	P49916	1
DB02260	P13716	1
DB01780	P62258	1
DB01567	Q07021	0
DB03701	P30542	0
DB01011	P08684	1
DB00060	Q9H4B7	0
DB06282	P11245	0
DB00475	P48169	1
DB01268	P10721	1
DB08911	Q9UBQ6	0
DB01404	P35354	1
DB02610	P21673	0
DB00806	P21589	1
DB01206	P08473	0
DB03175	P0DMS8	0
DB00674	P32297	1
DB06096	P33527	0
DB00997	P15559	1
DB05505	Q01959	0
DB00675	P10635	1
DB05280	P08908	1
DB01649	P04839	0
DB00550	P09210	0
DB08654	O95881	0
DB00666	P48048	0
DB07294	P13631	1
DB00786	P08253	1
DB00067	P47901	1
DB01133	P18031	1
DB00139	Q9UBX3	1
DB05094	Q96AZ6	0
DB08910	Q96SW2	1
DB05759	P22460	0
DB08242	Q9UJT0	0
DB06201	P23141	1
DB04395	P78362	1
DB00143	O14880	1
DB08362	P68400	1
DB00661	Q16613	0
DB07978	Q02127	1
DB04868	P11712	1
DB01102	P19652	0
DB03526	P14621	0
DB00606	P00918	1
DB01043	P14416	1
DB01340	P30837	0
DB09033	P13612	1
DB00622	Q13936	1
DB01349	P30556	1
DB08503	Q92993	0
DB00142	P42261	1
DB00095	P12314	1
DB00835	P35346	0
DB00461	P05164	1
DB07763	O00141	0
DB08820	P30419	0
DB08378	Q9Y468	0
DB08613	P11142	0
DB05434	P09038	1
DB01234	P10635	1
DB03753	P13501	0
DB01083	P16233	1
DB05740	P17787	1
DB03425	Q13002	1
DB02935	P14625	1
DB00196	P33261	1
DB01893	P00750	0
DB06854	P00734	1
DB06612	P13945	0
DB06948	P24941	1
DB07784	P22557	0
DB07419	P43116	0
DB00613	P50135	1
DB00530	P01008	0
DB04794	P05181	1
DB03019	P05230	0
DB01558	P28476	1
DB01238	P28222	1
DB05037	Q9NPC2	0
DB07485	P62508	1
DB03060	P30837	0
DB07394	P36542	1
DB02354	P07477	1
DB00785	P08172	1
DB07780	O95749	1
DB00396	P11509	1
DB02377	P48061	0
DB06626	P17948	1
DB08088	P10275	1
DB08798	P28335	0
DB03572	Q13554	0
DB03725	P15086	0
DB00436	P55017	1
DB04272	P54284	0
DB00162	O95237	1
DB00060	P17181	1
DB01520	Q14957	1
DB07313	P50579	1
DB04940	Q9Y5K3	0
DB00305	P16435	1
DB08869	Q02156	0
DB00451	P10828	1
DB00849	P33261	1
DB08224	P06133	0
DB05367	P25101	1
DB00659	P47869	1
DB06728	P31040	0
DB00898	P40394	1
DB05299	Q8TET4	0
DB01161	Q8TCU5	1
DB00465	P49247	0
DB08202	Q99519	0
DB07447	Q14123	0
DB08629	P25705	1
DB01776	Q14833	0
DB08180	P53609	1
DB00476	P23975	1
DB09075	P08253	0
DB00074	P08637	1
DB01173	O60391	1
DB07724	Q15788	1
DB02638	Q16719	0
DB01357	Q9UJT1	0
DB07508	Q9HBH1	0
DB00777	P35368	1
DB08167	Q9NY65	0
DB01075	P10635	1
DB09016	P28223	1
DB01664	Q9HAB3	0
DB00139	P13674	1
DB08802	P49146	0
DB00753	Q8N1C3	1
DB02759	P61626	1
DB00242	P09917	0
DB00005	P02747	1
DB04477	Q32P28	0
DB03866	Q16099	0
DB01809	P18507	0
DB06852	P21917	0
DB00212	Q9UN88	0
DB02915	P14598	0
DB08351	Q16539	1
DB07881	Q13639	0
DB00458	Q9NZV8	1
DB01142	P18089	1
DB06977	P08620	0
DB05047	P23560	1
DB00455	P11712	1
DB03461	P42330	1
DB08888	P78348	0
DB02671	P02144	1
DB01411	Q02817	1
DB03220	P00813	1
DB00188	P60900	1
DB03595	P06239	0
DB02142	Q16853	0
DB08655	Q13555	0
DB07189	P78536	1
DB01136	P11712	1
DB07340	Q96GD4	1
DB00147	O00764	1
DB00583	P46721	0
DB00575	P25100	1
DB00309	P08684	1
DB08231	P17900	1
DB04842	P14416	1
DB01275	Q9NWT6	0
DB00734	P35462	1
DB07309	P49913	0
DB01410	Q16613	0
DB06937	Q9GZT9	0
DB02597	P08473	1
DB00162	Q6NUM9	1
DB00904	Q13002	0
DB07140	P61313	0
DB01016	P11712	1
DB00170	P05181	1
DB02166	Q969P6	0
DB00186	P28472	1
DB02132	P07550	0
DB00979	P11229	1
DB08781	P51511	0
DB08561	P16109	0
DB04581	Q16769	1
DB09068	P50613	0
DB00537	Q13233	0
DB00160	P24298	1
DB04856	P32238	1
DB08689	P31040	1
DB00112	O75015	1
DB06684	P08684	1
DB01229	P24462	1
DB06898	P00751	0
DB04836	P31645	1
DB00534	P38435	0
DB07973	O43676	0
DB07377	P35218	0
DB00738	P08684	1
DB08248	P20248	1
DB08296	P40616	0
DB00448	P04798	1
DB01017	O94788	0
DB08788	Q9UN76	0
DB02603	Q8N142	0
DB08690	O14949	1
DB01282	P30559	1
DB00142	O95881	0
DB07173	P55263	1
DB01049	O14965	0
DB09082	P50613	0
DB00690	Q16445	1
DB08238	P40925	0
DB00205	Q13867	0
DB08683	P48058	0
DB08067	P31937	0
DB04925	P00747	1
DB05197	P16152	1
DB06274	P78330	0
DB08005	P32320	0
DB00998	P28222	1
DB00940	Q9UJT0	0
DB08695	P63027	0
DB00150	P23381	1
DB08330	P49356	0
DB00332	P08235	0
DB00818	P14867	1
DB00934	P34969	1
DB00584	P18846	0
DB01203	P08588	1
DB00416	Q15822	1
DB00762	P06276	1
DB07958	O60779	0
DB01269	P14174	0
DB01992	Q15822	0
DB03419	Q12882	1
DB05398	Q02809	0
DB07994	P15531	0
DB09026	P16519	0
DB08136	P24941	1
DB04466	P54317	0
DB08784	P08174	0
DB01215	O00591	1
DB03365	Q8IUR0	0
DB00308	O00180	1
DB07357	P16442	1
DB03670	P04424	0
DB08399	P36542	1
DB00297	P33261	1
DB00477	P05181	1
DB04695	Q03426	1
DB03220	O43252	0
DB04664	P20813	1
DB00642	P00374	1
DB00983	P54317	0
DB00301	P50897	0
DB05065	Q9NXA8	0
DB01873	Q9NWZ5	0
DB07225	P14770	0
DB06972	P32929	0
DB00856	P42263	0
DB01114	P31645	1
DB06716	P47870	1
DB04480	Q93088	0
DB03267	Q01064	0
DB03633	P04054	1
DB01016	P48048	1
DB00458	P08908	1
DB05849	P22392	0
DB07771	P49354	1
DB01295	P35348	1
DB07849	P09211	1
DB00349	Q13363	0
DB02381	P13727	0
DB00879	Q9Y6Y9	0
DB00171	O60706	1
DB03397	Q14376	1
DB04871	P28335	1
DB01452	P41143	1
DB06823	P22748	0
DB01780	P40394	0
DB05317	P13726	0
DB03650	P11309	1
DB01216	P24462	1
DB02269	P07477	1
DB02047	P10092	0
DB06716	P28472	1
DB01852	Q08493	0
DB03110	Q8TD30	0
DB00290	P18858	1
DB07848	Q14749	0
DB08820	O15264	0
DB00454	P00746	0
DB07723	P37231	1
DB04454	P01133	1
DB03928	P09884	0
DB00007	P30968	1
DB07983	Q9Y600	0
DB01233	Q13867	0
DB00898	O14764	1
DB00378	P06396	0
DB02727	P29475	1
DB00408	P35348	1
DB02466	P49189	0
DB00562	Q16790	1
DB00762	P22309	1
DB08072	P00749	1
DB06148	P05177	1
DB05309	Q14721	0
DB07506	P15085	1
DB00570	P23258	1
DB07204	P61925	1
DB04760	P45844	0
DB03292	P41231	0
DB09028	Q15825	1
DB01224	P50406	1
DB00964	P18089	1
DB01128	P33261	1
DB00854	P41145	1
DB00690	O14764	1
DB00062	P02649	1
DB07255	P36871	0
DB07449	P00750	0
DB00678	P16662	1
DB04912	Q969G6	0
DB03195	Q6NVY1	0
DB01435	P11509	1
DB00503	P20815	1
DB02665	P11684	0
DB00890	Q9HBH1	0
DB07906	O43920	0
DB03100	Q4U2R8	0
DB08169	P35610	0
DB02152	Q9UJT1	0
DB08918	P31645	1
DB09330	P05177	1
DB03956	P19113	0
DB00104	P30874	1
DB00905	P42330	1
DB00142	Q05329	1
DB04681	O95168	0
DB00497	Q9Y285	0
DB07973	P00742	1
DB01105	Q01959	1
DB00112	P02746	1
DB03479	O75380	0
DB06867	Q13526	1
DB01296	P05181	1
DB00367	P08684	1
DB01671	Q9Y234	0
DB00836	P01189	1
DB05203	P45954	0
DB00944	Q14654	0
DB00613	P11712	1
DB02105	Q9NS75	0
DB01961	P61927	0
DB00901	P16473	0
DB08626	P08473	1
DB00865	P10646	0
DB03866	P35610	0
DB03963	P37268	0
DB06605	P05177	1
DB07401	O14957	1
DB06589	P35968	1
DB07639	P19801	0
DB00157	O75306	1
DB04652	Q15788	1
DB07104	P09960	1
DB01224	P18089	1
DB11362	P23141	1
DB01888	P49585	0
DB03379	Q6WRI0	0
DB01615	P43007	0
DB00762	P24462	1
DB05101	P13611	0
DB05256	P18507	0
DB08403	P01023	0
DB04910	P35080	0
DB02656	P00915	0
DB00371	P28472	1
DB03336	P21964	1
DB07060	Q8IVL6	0
DB03957	P60568	1
DB01728	Q9NPC2	0
DB00937	P16471	0
DB00752	P21397	1
DB07476	O15460	0
DB07105	P30153	0
DB00313	P16662	1
DB00108	P05362	1
DB08035	P10275	1
DB00112	P02745	1
DB01752	Q8WTS6	1
DB00123	Q99519	0
DB02569	Q8TD30	0
DB05337	P48060	1
DB02180	Q9UM07	0
DB01548	P41145	1
DB03288	P06737	1
DB00358	P22303	1
DB08293	P08238	1
DB00157	P30838	1
DB07251	Q96Q40	0
DB01919	P11168	0
DB04113	P55210	0
DB03551	P22749	0
DB01355	P33261	1
DB06919	Q9NWT6	0
DB00647	P35372	1
DB05796	P08473	1
DB03144	P35499	0
DB00327	P14550	0
DB00898	P42261	1
DB06951	Q00536	0
DB03981	Q96RQ3	0
DB05198	O14965	1
DB01949	P13500	0
DB01174	Q16678	1
DB00736	P16519	0
DB00543	P41595	1
DB05798	P13569	0
DB00619	P10635	1
DB04799	O14957	1
DB06212	P30518	1
DB07074	P03951	1
DB03588	P51970	0
DB01621	Q16853	0
DB04311	Q7L5Y9	0
DB03368	Q8WVQ1	0
DB01049	P07686	0
DB01594	A8MPY1	1
DB06899	P23945	0
DB04940	P11684	0
DB04689	P37231	1
DB02659	P62508	1
DB00428	P05181	1
DB08136	P07203	0
DB04873	Q03426	0
DB01236	P47870	1
DB08694	Q99584	0
DB08295	Q8NBP7	0
DB04572	P23368	0
DB00100	P08709	1
DB07515	Q8IWL2	0
DB08389	Q9Y233	1
DB08479	P29597	0
DB08783	P42574	0
DB00334	P34969	1
DB01224	P08684	1
DB01176	P49888	1
DB08883	P08684	1
DB05434	P10145	1
DB00315	Q9UDW1	0
DB08864	O75469	1
DB00613	P78417	0
DB00992	P12314	1
DB08332	Q96GR2	0
DB00835	P35367	1
DB00408	P21917	1
DB03889	P47989	0
DB08463	P24941	1
DB06972	P20701	1
DB01860	P51003	1
DB00257	P20813	1
DB00188	P25789	1
DB06951	O95831	0
DB01007	P05177	1
DB09054	Q06278	1
DB01411	P01375	1
DB02379	P19961	1
DB08811	P08684	1
DB05116	P27487	0
DB04473	O00264	0
DB07148	P48039	0
DB01559	P34903	1
DB01165	P05177	1
DB07146	P47870	0
DB00293	Q13002	0
DB00443	P08684	1
DB07441	P62312	0
DB00313	P22310	1
DB00252	P20813	1
DB02613	Q02127	1
DB01136	P08588	1
DB08361	P22830	0
DB00959	Q6W5P4	0
DB05595	P15328	1
DB02772	Q9Y3I0	1
DB07718	Q08426	0
DB02116	P14543	0
DB07907	P00450	0
DB08930	Q9GZU7	0
DB00349	P07355	0
DB01046	Q14003	0
DB04348	P51161	1
DB07205	P54577	1
DB07091	P43004	0
DB00946	P08684	1
DB00908	P08684	1
DB00852	P18846	1
DB00415	O95263	0
DB00592	Q9Y277	0
DB00651	Q07343	1
DB02726	P09104	1
DB07073	Q99542	0
DB00247	P28223	1
DB06663	P40939	0
DB07461	P00734	1
DB02991	Q06520	0
DB00786	Q13867	0
DB08256	P34913	1
DB01823	P11217	1
DB03376	P22314	0
DB04315	P11488	1
DB00197	Q9HAW9	1
DB05387	Q9UGJ0	0
DB04920	Q01668	1
DB01791	Q9NSD9	0
DB00013	P19622	0
DB05890	P36871	0
DB01771	Q8NI22	0
DB01064	Q92569	1
DB07655	Q14432	0
DB00849	P08048	0
DB07863	O00142	0
DB06844	P25116	0
DB00054	P31994	1
DB01089	P20273	0
DB02271	O60551	1
DB01248	P08684	1
DB00918	P31513	1
DB03384	O60760	0
DB05216	O95622	0
DB07558	Q14894	0
DB08868	Q9HCS2	1
DB02735	Q9UJ70	0
DB06845	Q9UBQ6	0
DB06871	P03372	1
DB01844	P00797	1
DB06655	P08473	1
DB00092	O75015	1
DB04203	O76074	0
DB05013	O95263	0
DB02494	P62917	1
DB01353	P36544	1
DB01235	P42263	0
DB05342	O94768	0
DB01144	P00915	1
DB03664	P34741	0
DB05207	P14778	1
DB00171	Q92887	1
DB05351	Q9NZD2	0
DB04522	P13569	1
DB00336	Q7Z2H8	0
DB07730	Q9H598	0
DB00537	P05177	1
DB07609	P11509	1
DB05191	P37088	0
DB03042	P22460	0
DB07457	O15530	1
DB01131	P05177	1
DB05764	P56282	0
DB08025	Q96GD0	0
DB01141	Q99835	0
DB01708	O60391	1
DB07298	P25103	0
DB03465	P23469	0
DB04464	P07451	0
DB07071	P03951	1
DB02709	Q6ZMR3	0
DB00176	P08684	1
DB08705	P11309	1
DB06148	P34969	1
DB08468	P01270	0
DB06980	P29323	0
DB04312	P34995	0
DB08930	P08684	1
DB00276	Q16644	0
DB00252	P00748	0
DB09128	P08908	1
DB01069	P08173	1
DB08182	Q9UNX3	0
DB05087	Q10588	0
DB03192	O15511	0
DB08383	Q15120	0
DB04655	P20132	0
DB00163	P67775	1
DB06176	O00555	0
DB03442	P14555	0
DB06869	O43193	0
DB07623	P21728	0
DB00408	P50406	1
DB08235	P61158	1
DB05744	P01375	1
DB05309	P26639	0
DB02299	P04637	0
DB00773	Q02880	1
DB04269	P50213	0
DB00770	P34995	1
DB04268	O60733	0
DB00198	P23141	1
DB00237	Q16445	1
DB00997	O75306	1
DB00847	P00734	0
DB00316	P23219	1
DB02772	P61626	1
DB01764	Q701N4	0
DB07973	Q13085	0
DB05264	Q05586	0
DB05900	P27487	0
DB08201	P14868	0
DB00007	P20594	0
DB00145	O75311	1
DB04899	P35503	0
DB00334	P08912	1
DB04282	P04083	0
DB04781	Q9UHY7	0
DB00973	P15144	1
DB00046	P42336	0
DB03297	P15428	0
DB03346	O75715	0
DB00898	P18505	1
DB08707	O60706	0
DB00186	Q99928	1
DB07763	P22695	1
DB04905	P08183	1
DB01791	Q08499	1
DB02299	Q71U36	0
DB06681	O60674	0
DB05455	Q96AZ6	0
DB02236	P22102	1
DB07211	P00742	1
DB07313	Q14432	0
DB02348	Q16881	0
DB05389	Q86VB7	1
DB00501	P15538	1
DB00344	P31645	1
DB03714	P18031	1
DB04113	O95954	0
DB00908	P05181	1
DB08555	Q9Y2D0	0
DB06268	P33261	1
DB00509	P18440	0
DB01219	P08684	1
DB07701	P15121	0
DB00393	P08684	1
DB03683	P11172	0
DB00776	Q14032	0
DB04556	P21281	0
DB08030	P08254	1
DB05492	P32297	0
DB07836	O00748	0
DB08750	P42338	0
DB03994	Q6YP21	0
DB00730	P05177	1
DB00872	P37288	1
DB02994	P29474	1
DB00878	Q00266	0
DB08499	P37023	0
DB07469	Q7Z406	1
DB05147	P30968	0
DB00259	P19623	0
DB00518	P23945	0
DB02315	Q9UL51	1
DB03551	Q9UBT6	0
DB00214	Q00169	0
DB04014	Q00535	1
DB08270	Q7RTV2	0
DB07177	P53985	0
DB01054	P17900	0
DB00320	Q9UMX2	0
DB00617	P05181	1
DB00679	Q16832	0
DB02081	Q13126	0
DB06822	P48061	1
DB04020	Q92731	1
DB01028	P78334	1
DB00860	Q14833	0
DB06930	P26358	0
DB01964	Q05513	0
DB08291	Q13867	0
DB03848	P26358	0
DB04875	Q14534	0
DB04673	Q05315	0
DB02611	Q99418	0
DB00189	P48169	1
DB08124	Q8N159	0
DB05250	P01375	1
DB07212	P48551	0
DB07116	Q12866	0
DB01678	P62913	0
DB08067	P06731	0
DB06589	P43405	0
DB00647	P68366	0
DB03155	P07998	1
DB01594	P28472	1
DB05301	Q06278	0
DB00580	P08684	1
DB07164	P04626	0
DB07916	P29466	1
DB08285	P28908	0
DB02466	Q13555	0
DB07019	P30041	0
DB08448	P10275	0
DB00255	P08684	1
DB00856	P06276	1
DB04108	P37058	0
DB01073	P09884	1
DB07636	P08574	1
DB02193	P46098	0
DB07333	Q9BY32	0
DB05017	Q13956	0
DB08136	Q6PHW0	0
DB01354	Q13002	1
DB04132	Q04760	1
DB07280	P59768	0
DB07279	P62942	0
DB05205	Q9P289	0
DB06042	P07437	1
DB00246	P08684	1
DB00395	P08729	0
DB01192	P35372	1
DB02998	P15056	0
DB03929	P23415	1
DB07122	P00749	1
DB09076	P10635	1
DB08263	Q9NWT6	1
DB00312	Q8N1C3	1
DB08078	Q16877	0
DB07646	P29371	0
DB01182	Q03405	0
DB00914	P07510	0
DB01260	O15143	0
DB08040	P09960	1
DB00922	Q15842	1
DB02077	P29475	1
DB01325	P55017	1
DB07000	P15056	1
DB00987	Q9H252	0
DB03449	Q9UBX1	0
DB04310	P34995	0
DB07967	P43235	1
DB06738	Q8TCU5	1
DB02979	Q5JVS0	0
DB08231	P41235	1
DB00246	P08912	1
DB07264	P28482	1
DB07876	P17612	1
DB04866	P17516	0
DB01445	P21397	1
DB00917	P05108	1
DB00629	P41595	0
DB00130	Q16773	1
DB03084	P14061	0
DB00825	Q14541	0
DB02898	P10644	0
DB07964	P78536	1
DB03016	P07477	1
DB05134	Q07869	0
DB05417	Q13126	0
DB00201	P51160	1
DB00157	P49821	1
DB01631	P01857	1
DB07829	Q03721	0
DB03541	P16083	1
DB03535	P48147	1
DB05469	P28335	0
DB00472	P35398	0
DB04324	Q8IUR0	0
DB07731	P98170	0
DB01922	P10109	0
DB00858	P11511	1
DB01320	P16152	0
DB01017	Q9UN88	0
DB00157	P03901	1
DB02016	P48449	1
DB01200	P08684	1
DB00313	Q99250	1
DB00404	P21673	0
DB00701	P20813	1
DB03837	Q7Z4W1	0
DB06854	Q9ULK0	0
DB02010	P05106	0
DB07086	Q5JPH6	0
DB01393	P37231	1
DB07011	P42892	0
DB00337	Q02218	0
DB06204	Q02641	0
DB02697	Q04759	0
DB00313	P19224	1
DB00441	P32320	1
DB00270	Q00975	0
DB03589	P23368	1
DB08918	P23975	1
DB06282	P49759	0
DB00857	Q96BI3	0
DB00448	Q9NWT6	0
DB00616	Q16769	0
DB00665	P11137	0
DB00396	P11712	1
DB07812	P49841	1
DB04059	P00749	1
DB08163	Q13085	0
DB07832	Q9BZV3	0
DB00343	P55786	0
DB06836	Q8NEB9	1
DB00100	Q5NUL3	0
DB01355	P31644	1
DB08410	P18846	0
DB01239	P28223	1
DB02471	Q6UWM7	1
DB02983	Q9NZL9	0
DB00734	P28221	1
DB05739	Q9Y6K9	0
DB07601	P07900	1
DB00926	P10826	1
DB08277	P28845	1
DB03636	Q9BVM4	0
DB00152	P13584	1
DB06176	P20815	1
DB08334	P14174	1
DB00865	P04234	0
DB02169	Q9BWD1	0
DB00898	P48051	1
DB03093	P61769	0
DB00228	P48169	1
DB01169	P04798	1
DB01375	P21796	1
DB00947	P08684	1
DB00244	P35568	0
DB00679	Q9UHW9	0
DB08130	P04183	0
DB01250	P01579	1
DB00473	Q16854	0
DB01183	P16220	1
DB03554	Q8WWQ8	0
DB00382	P05177	1
DB02991	P50225	0
DB00071	P14735	1
DB01559	P18507	1
DB00255	Q92731	1
DB05332	P15509	0
DB04079	P35626	0
DB05398	O60895	0
DB07681	P18505	0
DB07577	O14646	0
DB00273	P00918	1
DB05359	P31513	0
DB00111	P01589	1
DB02126	P42768	0
DB08751	O14983	0
DB01157	Q16775	0
DB01927	P22455	0
DB05159	P41597	1
DB04172	Q92506	0
DB06823	Q9H4B7	0
DB04126	Q13363	0
DB00865	P14780	0
DB04186	Q9NYK1	0
DB04065	P07327	1
DB07297	P80075	0
DB00270	Q13698	1
DB01011	Q12879	0
DB04890	Q12756	0
DB00169	Q6VVX0	1
DB03003	Q03013	1
DB01256	P08684	1
DB00191	P27338	1
DB01068	P04183	0
DB05468	P06881	0
DB01097	Q9Y468	0
DB00145	Q969I3	1
DB07602	P00533	1
DB07489	Q9UDX4	0
DB00159	P35354	1
DB08182	P20248	1
DB02131	O43741	0
DB00393	Q01668	1
DB07660	P15260	0
DB00857	P08684	1
DB00675	Q04759	1
DB00696	O95178	0
DB05096	P51151	0
DB01167	P22102	0
DB01050	P12104	1
DB01093	P68363	0
DB07142	Q92847	0
DB01065	P05177	1
DB04142	P02818	0
DB06741	Q02218	0
DB00087	P02745	1
DB00425	P23219	1
DB00114	Q9GZT4	1
DB03934	P00915	0
DB07796	P14778	0
DB03305	P02760	0
DB00130	Q6IA69	1
DB02994	P15121	1
DB02021	Q70Z44	0
DB05069	P13073	0
DB05241	Q9NWM0	0
DB06961	P80404	0
DB04464	P01008	1
DB03120	P09668	1
DB00993	P47989	1
DB08443	P07900	1
DB01050	P23219	1
DB06795	P51648	0
DB00909	P49788	0
DB07624	P28845	1
DB08899	P10275	1
DB03021	P43088	0
DB01173	P05181	1
DB00047	P08069	1
DB01983	Q15596	0
DB04531	O75173	0
DB08896	P11362	1
DB08547	P28845	0
DB06833	Q96NX5	0
DB06726	P49019	0
DB08403	Q00987	0
DB00938	P08684	1
DB04410	P06401	0
DB03103	Q96FI4	0
DB08535	O15375	0
DB00332	P08172	1
DB00898	Q15822	1
DB01277	Q8IWU9	0
DB07132	O15269	0
DB07987	P08254	1
DB01656	Q08493	1
DB03136	Q9HAN9	0
DB00773	P35354	1
DB04836	O95069	0
DB00880	P56937	0
DB07792	P11217	1
DB02221	P15056	0
DB00988	P34969	1
DB08601	Q16718	0
DB07641	P50052	0
DB03496	Q00535	1
DB02854	Q8NBQ5	1
DB00240	P04150	1
DB01264	P08684	1
DB00157	P56556	1
DB00201	Q01064	1
DB02396	Q9NP99	0
DB00338	P10635	1
DB07509	P10912	0
DB08057	P06239	1
DB08228	Q8WVQ1	0
DB08903	P08684	1
DB02110	P99999	1
DB03477	P35354	1
DB00342	P51589	1
DB00246	P35368	1
DB03088	Q9UI32	0
DB02197	Q9H8P0	0
DB04576	Q01581	0
DB08301	P17707	0
DB06616	P63027	0
DB00810	Q9UKQ2	0
DB07063	P15121	1
DB00436	P51580	1
DB01351	P11509	1
DB01296	P63092	0
DB00690	P28476	1
DB04472	O00182	1
DB01761	P62917	0
DB05052	P42336	0
DB01100	P47989	0
DB06262	P54819	0
DB05215	O00748	0
DB06862	P42574	1
DB03967	P04839	0
DB00818	P10632	1
DB08572	P20248	1
DB01289	P35626	0
DB00907	P08684	1
DB00822	P05091	1
DB08163	P17707	1
DB07295	P49759	0
DB07681	P49257	0
DB00307	P40926	0
DB00390	P50213	0
DB06817	P22309	1
DB06772	P80188	0
DB01327	P23786	0
DB00745	P20813	1
DB00697	Q9NPF7	0
DB04522	P11309	1
DB07143	P14778	0
DB06779	P10646	1
DB05066	P50750	0
DB01257	P09417	0
DB00035	P30518	1
DB08624	Q9UL51	0
DB07593	P43235	1
DB02830	P05452	0
DB00126	O60568	1
DB01084	P09466	0
DB07158	P35462	0
DB03147	P21397	1
DB08516	O60391	0
DB08801	P35367	1
DB07302	Q7RTV2	0
DB09073	Q00534	1
DB05630	P11387	1
DB00188	Q99460	1
DB01405	P48745	0
DB08270	P08912	0
DB07320	Q06609	0
DB04404	Q9H8P0	0
DB05047	P48058	1
DB00116	P13995	1
DB05692	P00156	0
DB03731	P13674	0
DB00114	P24298	1
DB08632	P68871	1
DB00182	P13945	1
DB01174	P36544	1
DB00188	P49721	1
DB01873	P68366	1
DB07284	Q9UDX4	0
DB05461	P31213	0
DB05386	P63092	0
DB00878	P51659	0
DB02652	P12277	0
DB00891	Q9UIC8	0
DB00135	Q9Y2Z4	1
DB08251	P78527	0
DB01045	P05181	1
DB00449	P07550	1
DB07050	Q14721	0
DB01224	P46098	1
DB00175	P15692	0
DB00056	P20138	1
DB08398	P01303	0
DB00139	P53597	1
DB00295	P54855	1
DB04964	Q6PHW0	0
DB00463	P18507	1
DB04657	Q9Y234	0
DB00814	P11712	1
DB00655	P51511	0
DB01274	P10635	1
DB08690	P14927	1
DB03451	P22352	0
DB02452	O00142	1
DB07019	P56817	1
DB00114	P80404	1
DB06830	P06729	0
DB00125	P06310	0
DB03468	P18846	0
DB06991	Q16539	1
DB06840	P21695	0
DB08147	P18031	1
DB00317	P01100	0
DB04774	P27361	0
DB01565	P41145	1
DB00690	P14867	1
DB00149	Q9UIC8	1
DB06836	P00395	0
DB01833	P10912	0
DB01201	Q92820	0
DB05235	P09871	0
DB01174	Q14957	1
DB08707	P20815	0
DB04216	Q6NUS8	1
DB07932	P03372	1
DB03800	Q99835	0
DB00134	Q93088	1
DB08373	O95298	0
DB08584	P07307	0
DB01174	Q02928	1
DB04178	P17213	1
DB08406	Q9UBM7	0
DB00714	P21918	1
DB00421	Q06432	1
DB00493	Q9NSA0	1
DB01063	Q9NWT6	0
DB00461	P05177	1
DB04946	P18825	1
DB08001	P20839	0
DB01028	P11712	1
DB03814	P20138	0
DB01611	P10635	1
DB02557	P08473	1
DB05381	P25021	1
DB00975	Q9Y6L7	0
DB08039	O76074	0
DB00157	Q92781	1
DB03456	P43235	1
DB04410	P07478	1
DB05239	Q02750	1
DB08057	Q92947	0
DB07336	O14757	1
DB00412	O60779	0
DB00371	P00326	0
DB07151	P11309	1
DB07842	P37231	1
DB01231	O94903	0
DB03923	P06756	0
DB00611	P41143	1
DB07863	P11310	0
DB04282	Q8TDS4	0
DB01099	O76074	0
DB08175	P17568	0
DB06791	P04632	0
DB00528	Q9NQS7	0
DB02021	Q9NWM0	0
DB01233	P05093	1
DB00794	P43681	1
DB04098	P07478	0
DB07474	P08069	1
DB08294	P35218	0
DB00346	P35348	1
DB04677	P27338	1
DB07361	O00142	0
DB05465	P36888	1
DB02701	P09874	1
DB04630	P08235	1
DB08791	P16519	0
DB06702	P08912	1
DB05475	O00206	1
DB01544	P16662	1
DB05369	P25021	1
DB03693	P04004	0
DB08828	Q99835	1
DB00818	Q16678	1
DB07455	P16233	0
DB02857	P00491	1
DB02852	P10644	0
DB08296	P01857	1
DB01280	P27707	1
DB00139	Q8IVL6	1
DB04469	Q08499	1
DB01544	P48169	1
DB03395	Q9Y259	0
DB04066	Q96L21	0
DB02884	P22303	0
DB00661	Q14654	1
DB01118	P33261	1
DB00393	Q02641	1
DB06678	P41595	1
DB03039	O15399	0
DB01104	P11712	1
DB00241	P42262	1
DB05415	P05107	0
DB06148	O14965	0
DB00462	P15104	0
DB00363	P35462	1
DB02887	Q14626	0
DB01235	P10635	1
DB01561	P14061	1
DB07754	P43005	0
DB07106	P50135	1
DB00582	P08684	1
DB07122	P40939	0
DB00515	Q02928	1
DB01405	P49761	0
DB00106	P54619	0
DB03250	O76074	0
DB00732	P53004	0
DB06726	Q9NUV7	0
DB00184	P10635	1
DB08399	P29597	0
DB08082	P19404	0
DB07147	P15391	0
DB07528	P35968	1
DB09051	Q92781	0
DB01100	P35462	1
DB00764	P10632	1
DB05241	P42336	1
DB08549	P18031	1
DB02193	P15382	0
DB00496	P20309	1
DB08125	Q99714	0
DB08139	Q9NP56	0
DB01692	P04183	1
DB07060	Q9UGI6	0
DB00798	Q6ZQY3	0
DB07921	P39900	1
DB00706	P35368	1
DB04973	Q15274	0
DB07342	Q92753	0
DB00850	Q12809	0
DB01037	P11509	1
DB08283	P45984	0
DB00246	P21918	1
DB01880	P14174	1
